AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_COUNTRY_NAME,LATITUDE,LONGITUDE
01A,Afognak Lake Airport,"Afognak Lake, AK",United States,58.10944444,-152.90666667
03A,Bear Creek Mining Strip,"Granite Mountain, AK",United States,65.54805556,-161.07166667
04A,Lik Mining Camp,"Lik, AK",United States,68.08333333,-163.16666667
05A,Little Squaw Airport,"Little Squaw, AK",United States,67.57000000,-148.18388889
06A,Kizhuyak Bay,"Kizhuyak, AK",United States,57.74527778,-152.88277778
07A,Klawock Seaplane Base,"Klawock, AK",United States,55.55472222,-133.10166667
08A,Elizabeth Island Airport,"Elizabeth Island, AK",United States,59.15694444,-151.82916667
09A,Augustin Island,"Homer, AK",United States,59.36277778,-153.43055556
1AK,Mertarvik Quarry Road Landing Strip,"Mertarvik, AK",United States,60.81833333,-164.51888889
1AK,Mertarvik Quarry Road Landing Strip,"Mertarvik, AK",United States,60.81833333,-164.51888889
1B1,Columbia County,"Hudson, NY",United States,42.28888889,-73.71027778
1B1,Columbia County,"Hudson, NY",United States,42.29138889,-73.71027778
1CA,Rio Vista Municipal,"Rio Vista, CA",United States,38.19333333,-121.70361111
1FL,NASA Shuttle Landing Facility,"Titusville, FL",United States,28.61500000,-80.69444444
1FL,Space Florida Launch Landing Facility,"Titusville, FL",United States,28.61500000,-80.69444444
1G4,Grand Canyon West,"Peach Springs, AZ",United States,35.98611111,-113.81694444
1G4,Grand Canyon West,"Peach Springs, AZ",United States,35.98611111,-113.81694444
1G4,Grand Canyon West,"Peach Springs, AZ",United States,35.99027778,-113.81638889
1G4,Grand Canyon West,"Peach Springs, AZ",United States,35.99027778,-113.81638889
1GA,Atlanta Speedway,"Hampton, GA",United States,33.39000000,-84.33111111
1GA,Henry County,"Hampton, GA",United States,33.39000000,-84.33111111
1N7,Blairstown Airport,"Blairstown, NJ",United States,40.97111111,-74.99750000
1NC,Halifax Northampton Regional,"Roanoke Rapids, NC",United States,36.43944444,-77.70944444
1NJ,Aeroflex Andover,"Andover, NJ",United States,41.00861110,-74.73805556
1NY,Penn Yan Airport,"Penn Yan, NY",United States,42.63694444,-77.05277778
1NY,Penn Yan Airport,"Penn Yan, NY",United States,42.63694444,-77.05277778
1NY,Penn Yan Airport,"Penn Yan, NY",United States,42.63722222,-77.05277778
1OH,Lake County Executive,"Willoughby, OH",United States,41.68416667,-81.38972222
1PA,Joseph A Hardy Connellsville,"Connellsville, PA",United States,39.95916667,-79.65750000
1TN,Beech River Regional,"Lexington Parsons, TN",United States,35.65638889,-88.19527778
1TX,Moore County,"Dumas, TX",United States,35.85750000,-102.01333333
1VA,Warrenton Fauquier,"Warrenton, VA",United States,38.58638889,-77.71055556
1WA,Deer Park Airport,"Deer Park, WA",United States,47.96694444,-117.42861111
2AK,Deer Park,"Deerpark, AK",United States,56.51972222,-134.67944444
2CA,Delano Municipal,"Delano, CA",United States,35.74555556,-119.23638889
2FL,North Palm Beach County Gen Aviation,"West Palm Beach, FL",United States,26.84583333,-80.22222222
2GA,Camilla Mitchell County,"Camilla, GA",United States,31.21305556,-84.23527778
2NC,Asheboro Regional,"Asheboro, NC",United States,35.65444444,-79.89472222
2NY,Sands Point Seaplane Base,"Port Washington, NY",United States,40.82750000,-73.71694444
2TN,Mark Anton,"Dayton, TN",United States,35.48611111,-84.93111111
2TX,Brenham Municipal,"Brenham, TX",United States,30.21972222,-96.37444444
2VA,Camp Peary Landing Strip,"Williamsburg, VA",United States,37.31277777,-76.63833333
2WK,Odessa Municipal,"Odessa, WA",United States,47.34750000,-118.67722222
3AK,Gold Mining Landing Strip,"Tintina, AK",United States,64.40972222,-155.49111111
3CA,Garberville Airport,"Garberville, CA",United States,40.08555556,-123.81416667
3GA,Early County,"Blakely, GA",United States,31.39750000,-84.89472222
3NC,Hendersonville Airport,"Hendersonville, NC",United States,35.30749999,-82.43305556
3NY,Sebonac,"Suffolk, NY",United States,40.89861111,-72.41055556
3TN,Elizabethton Municipal,"Elizabethon, TN",United States,36.37166667,-82.17277778
3TX,Lancaster Regional,"Lancaster, TX",United States,32.57750000,-96.71750000
4AK,Bradley Sky Ranch,"North Pole, AK",United States,64.75916667,-147.38777778
4CA,University,"Davis, CA",United States,38.53138889,-121.78638889
4CL,El Mirage Field Adelanto,"El Mirage, CA",United States,34.62500000,-117.60500000
4CL,El Mirage Field Adelanto,"El Mirage, CA",United States,34.62555556,-117.59833333
4GA,Paulding Memorial Hospital Heliport,"Atlanta, GA",United States,33.91972221,-84.85277778
4NY,Johnson Landing Strip,"Millbrook, NY",United States,41.81916667,-73.64333333
4TX,Lajitas International,"Lajitas, TX",United States,29.27722222,-103.68583333
5AK,Lawing Airport,"Lawing, AK",United States,60.41194444,-149.36944444
5NY,Malone Dufort,"Malone, NY",United States,44.85361111,-74.32888889
5TX,South Texas International at Edinburg,"Edinburg, TX",United States,26.44166667,-98.12222222
6B0,Middlebury State,"Middlebury, VT",United States,43.98472222,-73.09583333
6B0,Middlebury State,"Middlebury, VT",United States,43.98472222,-73.09583333
6B0,Middlebury State,"Middlebury, VT",United States,43.98555556,-73.09555556
6B0,Middlebury State,"Middlebury, VT",United States,43.98555556,-73.09555556
6B0,Middlebury State,"Middlebury, VT",United States,43.98638889,-73.09555556
6NY,Sag Harbor,"New York, NY",United States,41.00888889,-72.27527778
6TX,Real County,"Leakey, TX",United States,29.74555556,-99.76083333
7AK,Akun Airport,"Akun, AK",United States,54.14472222,-165.60416667
7NY,Shelter Island,"New York, NY",United States,41.07916667,-72.33916667
7TX,Possum Kingdom,"Graford, TX",United States,32.92333333,-98.43694444
8F3,Crosbyton Municipal,"Crosbyton, TX",United States,33.62388889,-101.24083333
8NY,Noyack ,"New York, NY",United States,41.01611110,-72.33916667
8TX,McGregor Exec,"Waco, TX",United States,31.48500000,-97.31666667
8TX,McGregor Executive,"Waco, TX",United States,31.48500000,-97.31666667
9NY,Sbnysh,"Shelter Island, NY",United States,41.09277778,-72.31583333
9TX,Center Municipal,"Center, TX",United States,31.83166667,-94.15638889
A01,Blair Lake,"Fairbanks/Ft. Wainwright, AK",United States,64.36361111,-147.36388889
A01,Blair Lake,"Fairbanks/Ft. Wainwright, AK",United States,64.36416667,-147.36138889
A02,Deadmans Bay Airport,"Deadmans Bay, AK",United States,57.06666667,-153.93777778
A03,Hallo Bay Airport,"Hallo Bay, AK",United States,58.45750000,-154.02333333
A04,Red Lake Airport,"Red Lake, AK",United States,57.27722222,-154.34222222
A05,Shell Lake Airport,"Shell Lake, AK",United States,61.96388889,-151.55583333
A06,Navigator Airstrip,"Kougarok, AK",United States,65.65555556,-165.35638889
A07,Roland Norton Memorial,"Selawik, AK",United States,66.76611111,-160.15277778
A07,Roland Norton Memorial Airstrip,"Selawik, AK",United States,66.76583333,-160.15250000
A08,Pillar Bay Airport,"Pillar Bay, AK",United States,56.59805556,-134.24277778
A09,Johnstone Point Airport,"Johnstone Point, AK",United States,60.48166667,-146.58416667
A09,Johnstone Point Airport,"Johnstone Point, AK",United States,60.48166667,-146.58416667
A09,Johnstone Point Airport,"Johnstone Point, AK",United States,60.48222222,-146.58222222
A09,Johnstone Point Airport,"Johnstone Point, AK",United States,60.48222222,-146.58222222
A11,Bell Creek Airport,"Bell Creek, AK",United States,60.78388889,-159.54027778
A12,Cinnabar Airport,"Cinnabar, AK",United States,60.78527778,-158.86444444
A13,Mountaintop Mine Airport,"Mountaintop Mine, AK",United States,61.39027778,-157.99555556
A14,Whitebear Airport,"Whitebear, AK",United States,61.18888889,-159.85833333
A15,Puviaq Airport,"Puviaq, AK",United States,70.71555556,-154.40694444
A15,Puviaq Airport,"Puviaq, AK",United States,70.71861111,-154.38833333
A16,Arley Lake Airport,"Arley Lake, AK",United States,70.74694444,-155.36083333
A17,Port Vita Airport,"Port Vita, AK",United States,58.06555556,-153.07250000
A18,Kantishna Airport,"Kantishna, AK",United States,63.54111111,-150.99500000
A18,Kantishna Airport,"Kantishna, AK",United States,63.54111111,-150.99500000
A18,Kantishna Airport,"Kantishna, AK",United States,63.54166667,-150.99388889
A18,Kantishna Airport,"Kantishna, AK",United States,63.54166667,-150.99388889
A1K,Point Thomson Airstrip,"Deadhorse1, AK",United States,70.13611111,-146.29000000
A1K,Point Thomson Airstrip,"Deadhorse1, AK",United States,70.13611111,-146.29000000
A1L,Cullman Regional Folsom Field,"Cullman, AL",United States,34.26861111,-86.85805556
A20,Alpine Airstrip,"Alpine, AK",United States,70.34416667,-150.94472222
A21,Serpentine Airport,"Serpentine, AK",United States,65.85138889,-164.70277778
A22,Driftwood Bay Airport,"Driftwood Bay, AK",United States,53.97277778,-166.85694444
A23,Bradley Lake Airport,"Bradley Lake, AK",United States,59.77611111,-151.96361111
A24,Chilkat Lake Airport,"Chilkat Lake, AK",United States,59.33166667,-135.89666667
A25,Nugget Creek Airport,"Nugget Creek, AK",United States,59.28833333,-136.17388889
A26,Ivotuk Airstrip,"Ivotuk, AK",United States,68.48333333,-155.73333333
A27,Pogo Mines Airport,"Pogo Mines, AK",United States,64.44000000,-144.93638889
A28,Ayakulik River Airport,"Ayakulik River, AK",United States,57.25388889,-154.42222222
A29,Kiluda Bay Airport,"Kiluda Bay, AK",United States,57.32305556,-153.14944444
A2K,Bartletts Airport,"Bartletts, AK",United States,58.23305556,-157.36638889
A2L,Isbell Field,"Fort Payne, AL",United States,34.47361111,-85.72138889
A30,Terror Lake Airport,"Terror Lake, AK",United States,57.96388889,-153.05833333
A31,Selief Bay Airport,"Selief Bay, AK",United States,58.98277778,-153.18333333
A34,Laura Lake Airport,"Laura Lake, AK",United States,58.36194444,-152.31222222
A35,Bullen Point AFS,"Kaktovik, AK",United States,70.17277778,-146.83611111
A36,Deep Bay Airport,"Deep Bay, AK",United States,55.56027778,-131.65555556
A37,Kako Airport,"Kako, AK",United States,61.89888889,-161.43972222
A37,Kako Airport,"Kako, AK",United States,61.89888889,-161.43805556
A38,Molly Creek Airport,"Molly Creek, AK",United States,64.09722222,-143.26666667
A39,Ptarmigan Lake Airport,"Ptarmigan Lake, AK",United States,61.86611111,-141.15972222
A3K,Smith Bay Airport,"Smith Bay, AK",United States,70.76583333,-154.23083333
A40,Cape Simpson Airport,"Cape Simpson, AK",United States,71.05694444,-154.72833333
A41,Kogru River Airport,"Kogru River, AK",United States,70.57472222,-152.25888889
A41,Kogru River Airport,"Kogru River, AK",United States,70.57611111,-152.27111111
A42,Teshepkuk Lake Airport,"Teshepkuk Lake, AK",United States,70.35833333,-153.19666667
A43,Trident Basin Seaplane Base,"Kodiak Island, AK",United States,57.78083333,-152.39111111
A45,Lake Florence Airport,"Lake Florence, AK",United States,57.81666667,-134.58333333
A46,Lake Hasselborg Airport,"Lake Hasselborg, AK",United States,57.70000000,-134.26666667
A47,Distin Lake Airport,"Distin Lake, AK",United States,57.61666667,-134.36666667
A48,Port Hobron Airport,"Port Hobron, AK",United States,57.15000000,-153.15000000
A49,Mooseville Airstrip Airport,"Mooseville Airstrip, AK",United States,70.28444444,-152.21194444
A4K,Dune Lake Airport,"Dune Lake, AK",United States,64.42138889,-149.89444444
A50,Big Bay Airport,"Big Bay, AK",United States,58.56250000,-152.59611111
A51,Wien Lake Airport,"Wien Lake, AK",United States,64.35277778,-151.27500000
A52,Silver Salmon Creek Airport,"Silver Salmon Creek, AK",United States,59.96388889,-152.68222222
A53,Blear Lake Airport,"Blear Lake, AK",United States,64.33333333,-147.50000000
A54,Cannery Bay Airport,"Cannery Bay, AK",United States,53.68333333,-166.75000000
A56,Johnsons Landing,"Bear Lake, AK",United States,56.03666667,-160.26611111
A57,International Seafoods Airport,"International Seafoods, AK",United States,58.26666667,-157.53333333
A58,Cosna River Airport,"Cosna River, AK",United States,64.50000000,-151.66666667
A59,Ivatuk Airport,"Ivatuk, AK",United States,68.48777778,-155.75750000
A5K,Paxson Airport,"Paxson, AK",United States,63.02444444,-145.50055556
A5K,Paxson Airport,"Paxson, HI",United States,63.02444444,-145.50055556
A61,Cape Sarichef AFS,"Cape Sarichef, AK",United States,54.58333333,-164.91250000
A61,Cape Sarichef Airport,"Cape Sarichef, AK",United States,54.58250000,-164.91444444
A62,Taylor Mountain,"Taylor Mountain Mine, AK",United States,60.86777778,-157.39194444
A63,Coal Creek,"Yukon Charley Rivvers, AK",United States,65.31111111,-143.13527778
A63,Coal Creek,"Yukon Charley Rivvers, AK",United States,65.31138889,-143.13555556
A63,Coal Creek,"Yukon Charley Rivvers, AK",United States,65.31138889,-143.13555556
A63,Coal Creek,"Yukon Charley Rivvers, AK",United States,65.31166667,-143.13416667
A63,Coal Creek,"Yukon Charley Rivvers, AK",United States,65.31166667,-143.13416667
A65,Karluk Portage Airport,"Karluk Portage, AK",United States,57.53833333,-154.16444444
A66,Hope Airport,"Hope, AK",United States,60.90416667,-149.62388889
A66,Hope Airport,"Hope, AK",United States,60.90416667,-149.62388889
A66,Hope Airport,"Hope, AK",United States,60.90555556,-149.62388889
A66,Hope Airport,"Hope, AK",United States,60.90722222,-149.62277778
A66,Hope Airport,"Hope, AK",United States,60.90722222,-149.62277778
A67,Viekoda Bay Airport,"Viekoda Bay, AK",United States,57.84944444,-153.11527778
A69,Cathedral Strip,"Cold Bay, AK",United States,55.74000000,-162.12527778
A6K,Van Curlers Sandbar,"Fairbanks1, AK",United States,65.04472222,-145.42305556
A70,Village Islands Airport,"Village Islands, AK",United States,57.77416667,-153.54472222
A71,Bear Cove Farm,"Homer, AK",United States,59.73833333,-151.03000000
A72,Chinitna Bay Airport,"Chinitna Bay, AK",United States,59.83333333,-152.58472222
A73,McKinley National Park,"McKinley Park, AK",United States,63.73250000,-148.91055556
A74,Dog Fish Bay,"Nanwalek, AK",United States,59.24111111,-151.87722222
A75,Malina Bay Airport,"Malina Bay, AK",United States,58.17194444,-152.89416667
A76,Red Fox Bay Airport,"Red Fox Bay, AK",United States,58.46444444,-152.59305556
A77,Shearwater Airport,"Shearwater, AK",United States,57.34333333,-152.89722222
A78,Lake,"Cape Simpson, AK",United States,71.03000000,-154.44361111
A79,Cape Simpson No. 1,"Cape Simpson, AK",United States,71.50166667,-154.03388889
A7K,Nakochna Airport,"Nakochna, AK",United States,62.03611111,-151.45222222
A80,Cape Simpson No. 7,"Cape Simpson, AK",United States,70.57388889,-155.32138889
A81,Cape Simpson #1,"Aglaq, AK",United States,70.66277778,-154.83666667
A82,Nikiski Private Airstrip,"Nikiski, AK",United States,60.69027778,-151.28888889
A83,Petrof Point Airport,"Petrof Point, AK",United States,59.37638889,-150.76500000
A84,Denali West Lodge Private,"Denali, AK",United States,63.75555556,-147.93000000
A85,Big River Airport,"Big River, AK",United States,61.85944444,-154.27666667
A87,Carry Inlet Airport,"Carry Inlet, AK",United States,58.58305556,-152.44583333
A89,Montague Island Airport,"Montague Island, AK",United States,59.92500000,-147.51666667
A8K,Granite Point Ndb,"Granite Point, AK",United States,60.96166667,-151.33166667
A90,Shannon Pond Airport,"Shannon Pond, AK",United States,59.03916667,-158.46388889
A91,Omalik Lagoon Airport,"Omalik Lagoon, AK",United States,69.15555556,-163.49722222
A92,Omolik Lagoon Airport,"Omolik Lagoon, AK",United States,69.14805556,-163.51027778
A93,Bradley Lake Project Airport,"Bradley Lake Project, AK",United States,59.79166667,-151.26666667
A94,Ice Strip,"Barrow, AK",United States,70.57416667,-155.31805556
A95,Ice Strip,"Barrow, AK",United States,70.31194444,-153.24916667
A96,Ice Strip,"Barrow, AK",United States,70.98083333,-157.09500000
A97,Akulik Air Strip,"Akulik, AK",United States,68.98555556,-163.47972222
A98,Deadfall Air Strip,"Deadfall, AK",United States,69.17083333,-163.25638889
A99,Eagle Creek Airport,"Eagle Creek, AK",United States,68.67666667,-162.64694444
A9K,Era Denali Heliport,"Healy, AK",United States,63.73833333,-148.88166667
AA1,Ice Kong,"Bethel, AK",United States,59.95277778,-162.61694444
AA2,Icicle Seafoods,"Naknek-1, AK",United States,58.70944444,-157.07138889
AA4,Glacier Split,"Kachemak Bay, AK",United States,59.63333333,-151.20833333
AA5,Selby Lake Airport,"Selby Lake, AK",United States,66.95583333,-155.61500000
AA7,Independence Creek Airport,"Independence Creek, AK",United States,65.67361111,-162.46416667
AA8,Badami,"Deadhorse, AK",United States,70.13750000,-147.03055556
AA9,Napaimute Pioneer Airfield,"Napaimute, AK",United States,61.53638889,-158.73888889
AAA,Anaa Airport,"Anaa, French Polynesia",French Polynesia,-17.35388889,-145.50972222
AAA,Anaa Airport,"Anaa, French Polynesia",French Polynesia,-17.35250000,-145.51000000
AAB,Arrabury Station,"Arrabury, Australia",Australia,-26.70000000,141.04166667
AAC,El Arish International,"El Arish, Egypt",Egypt,31.05444444,33.81916667
AAC,El Arish International,"El Arish, Egypt",Egypt,31.05555556,33.82750000
AAC,El Arish International,"El Arish, Egypt",Egypt,31.07333333,33.83583333
AAC,El Arish International,"El Arish, Egypt",Egypt,31.07638889,33.83333333
AAD,Ad-Dabbah Airport,"Ad-Dabbah, Sudan",Sudan,18.05000000,30.93361111
AAE,Rabah Bitat,"Annaba, Algeria",Algeria,36.82166667,7.81000000
AAE,Rabah Bitat,"Annaba, Algeria",Algeria,36.82222222,7.80944444
AAE,Rabah Bitat,"Annaba, Algeria",Algeria,36.82944444,7.81388889
AAF,Apalachicola Regional,"Apalachicola, FL",United States,29.72750000,-85.02750000
AAF,Apalachicola Regional,"Apalachicola, FL",United States,29.72750000,-85.02750000
AAF,Apalachicola Regional Cleve Randolph Field,"Apalachicola, FL",United States,29.72750000,-85.02750000
AAF,Apalachicola Regional Cleve Randolph Field,"Apalachicola, FL",United States,29.72750000,-85.02750000
AAH,Aachen Merzbruck,"Aachen, Germany",Germany,50.82305556,6.18750000
AAH,Aachen Merzbrueck,"Aachen, Germany",Germany,50.82166667,6.18416667
AAH,Aachen Merzbrueck,"Aachen, Germany",Germany,50.82305556,6.18750000
AAH,Aachen Merzbrueck,"Aachen, Germany",Germany,50.82305556,6.18750000
AAH,Aachen/Merzbruck,"Aachen, Germany",Germany,50.82305556,6.18611111
AAH,Aachen/Merzbruck,"Aachen, Germany",Germany,50.82305556,6.18750000
AAH,Aachen/Merzbruck,"Aachen, West Germany",West Germany,50.82305556,6.18611111
AAI,Arraias Airport,"Arraias, Brazil",Brazil,-13.02583333,-46.88361111
AAI,Arraias Airport,"Arraias, Brazil",Brazil,-13.02583333,-46.88361111
AAI,Arraias Airport,"Arraias, Brazil",Brazil,-13.02500000,-46.88416667
AAI,Arraias Airport,"Arraias, Brazil",Brazil,-13.02500000,-46.88416667
AAI,Arraias Airport,"Arraias, Brazil",Brazil,-12.91666667,-46.93333333
AAL,Aalborg Airport,"Aalborg, Denmark",Denmark,57.09277778,9.84916667
AAL,Aalborg Airport,"Aalborg, Denmark",Denmark,57.09305556,9.85000000
AAL,Aalborg Airport,"Aalborg, Denmark",Denmark,57.09416667,9.85583333
AAM,Malamala,"Mala Mala, South Africa",South Africa,-24.81694444,31.54416667
AAM,Malamala,"Mala Mala, South Africa",South Africa,-24.80833333,31.54166667
AAN,Al Ain International,"Al Ain, United Arab Emirates",United Arab Emirates,24.26166667,55.60916667
AAN,Al Ain International,"Al Ain, United Arab Emirates",United Arab Emirates,24.26166667,55.60916667
AAN,Al Ain International,"Al Ain, United Arab Emirates",United Arab Emirates,24.26194444,55.60750000
AAO,Anaco Airport,"Anaco, Venezuela",Venezuela,9.43000000,-64.47083333
AAO,Anaco Airport,"Anaco, Venezuela",Venezuela,9.43000000,-64.47083333
AAO,Anaco Airport,"Anaco, Venezuela",Venezuela,9.43027778,-64.47083333
AAO,Anaco Airport,"Anaco, Venezuela",Venezuela,9.43027778,-64.47083333
AAO,Anaco Airport,"Anaco, Venezuela",Venezuela,9.43194444,-64.46388889
AAQ,Anapa Airport,"Anapa, Russia",Russia,45.00222222,37.34722222
AAQ,Vityazevo,"Anapa, Russia",Russia,44.90000000,37.31666667
AAQ,Vityazevo,"Anapa, Russia",Russia,45.00222222,37.34722222
AAQ,Vityazevo,"Anapa, Russia",Russia,45.00222222,37.34722222
AAR,Aarhus Airport,"Aarhus, Denmark",Denmark,56.30000000,10.61888889
AAR,Aarhus Airport,"Aarhus, Denmark",Denmark,56.30416667,10.61944444
AAR,Tirstrup,"Aarhus, Denmark",Denmark,56.30388889,10.62000000
AAR,Tirstrup,"Aarhus, Denmark",Denmark,56.31027778,10.61805556
AAU,Asau W Sam,"Asau, Samoa",Samoa,-13.51666667,-172.65000000
AAX,Araxa Airport,"Araxa, Brazil",Brazil,-19.56805556,-46.92916667
AAX,Araxa Airport,"Araxa, Brazil",Brazil,-19.56333333,-46.96027778
AAX,Romeu Zema,"Araxa, Brazil",Brazil,-19.56333333,-46.96027778
ABA,Abakan Airport,"Abakan, Russia",Russia,53.74000000,91.38500000
ABA,Abakan Airport,"Abakan, Russia",Russia,53.74000000,91.38527778
ABA,Abakan Airport,"Abakan, U.S.S.R.",U.S.S.R.,53.74000000,91.38500000
ABD,Abadan Airport,"Abadan, Iran",Iran,30.36527778,48.23305556
ABD,Abadan Airport,"Abadan, Iran",Iran,30.36611111,48.23222222
ABD,Abadan Airport,"Abadan, Iran",Iran,30.36611111,48.23222222
ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States,40.65222222,-75.44055556
ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States,40.65222222,-75.44055556
ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States,40.65222222,-75.44027778
ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States,40.65222222,-75.44027778
ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States,40.65250000,-75.44027778
ABE,Lehigh Valley International,"Allentown/Bethlehem/Easton, PA",United States,40.65472222,-75.43833333
ABI,Abilene Regional,"Abilene, TX",United States,32.40944444,-99.67972222
ABI,Abilene Regional,"Abilene, TX",United States,32.41111111,-99.68166667
ABI,Abilene Regional,"Abilene, TX",United States,32.41138889,-99.68194444
ABJ,Abidjan Felix Houphouet Boigny International,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,5.25555556,-3.92916667
ABJ,Abidjan Felix Houphouet Boigny International,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,5.26138889,-3.92583333
ABJ,Abidjan Felix Houphouet Boigny International,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,5.26138889,-3.92583333
ABJ,Felix Houphouet Boigny Abidjan,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,5.26138889,-3.92583333
ABJ,Felix Houphouet Boigny Abidjan International,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,5.26138889,-3.92583333
ABJ,Felix Houphouet Boigny Abidjan International,"Abidjan, Cote d'Ivoire",Cote d'Ivoire,5.26138889,-3.92583333
ABK,Kabri Dar Airport,"Kabri Dar, Ethiopia",Ethiopia,6.73388889,44.26611111
ABK,Kebri Dahar,"Kabri Dar, Ethiopia",Ethiopia,6.73277778,44.24138889
ABK,Kebri Dahar,"Kabri Dar, Ethiopia",Ethiopia,6.73277778,44.24138889
ABK,Kebri Dahar,"Kabri Dar, Ethiopia",Ethiopia,6.73277778,44.24166667
ABK,Kebri Dahar,"Kabri Dar, Ethiopia",Ethiopia,6.73277778,44.24166667
ABL,Ambler River,"Ambler, AK",United States,67.08750000,-157.84583333
ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,35.03888889,-106.60833333
ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,35.03888889,-106.60833333
ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,35.04027778,-106.60916667
ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,35.04027778,-106.60916667
ABQ,Albuquerque International Sunport,"Albuquerque, NM",United States,35.04166667,-106.60638889
ABR,Aberdeen Regional,"Aberdeen, SD",United States,45.44666667,-98.42250000
ABR,Aberdeen Regional,"Aberdeen, SD",United States,45.44666667,-98.42250000
ABR,Aberdeen Regional,"Aberdeen, SD",United States,45.44833333,-98.42250000
ABR,Aberdeen Regional,"Aberdeen, SD",United States,45.44916667,-98.42194444
ABR,Aberdeen Regional,"Aberdeen, SD",United States,45.44916667,-98.42194444
ABR,Aberdeen Regional,"Aberdeen, SD",United States,45.44972222,-98.42166667
ABS,Abu Simbel Airport,"Abu Simbel, Egypt",Egypt,22.37222222,31.61527778
ABS,Abu Simbel Airport,"Abu Simbel, Egypt",Egypt,22.37472222,31.60944444
ABS,Abu Simbel Airport,"Abu Simbel, Egypt",Egypt,22.37472222,31.60944444
ABS,Abu Simbel Airport,"Abu Simbel, Egypt",Egypt,22.37583333,31.61166667
ABS,Abu Simbel Airport,"Abu Simbel, Egypt",Egypt,22.37583333,31.61166667
ABT,Al Baha,"Al-Baha, Saudi Arabia",Saudi Arabia,20.29611111,41.63416667
ABT,Al-Baha Airport,"Al-Baha, Saudi Arabia",Saudi Arabia,20.29611111,41.63416667
ABT,King Saud Bin Abdulaziz,"Al-Baha, Saudi Arabia",Saudi Arabia,20.29611111,41.63416667
ABT,King Saud Bin Abdulaziz,"Al-Baha, Saudi Arabia",Saudi Arabia,20.29611111,41.63416667
ABT,King Saud Bin Abdulaziz,"Al-Baha, Saudi Arabia",Saudi Arabia,20.29833333,41.63583333
ABV,Abuja Nnamdi Azikiwe International,"Abuja, Nigeria",Nigeria,9.00555556,7.26611111
ABV,Abuja Nnamdi Azikiwe International,"Abuja, Nigeria",Nigeria,9.00666667,7.26305556
ABV,Abuja Nnamdi Azikiwe International,"Abuja, Nigeria",Nigeria,9.00666667,7.26305556
ABV,Nnamdi Azikiwe International,"Abuja, Nigeria",Nigeria,9.00666667,7.26305556
ABV,Nnamdi Azikiwe International,"Abuja, Nigeria",Nigeria,9.00666667,7.26305556
ABX,Albury Airport,"Albury, Australia",Australia,-36.06833333,146.97666667
ABX,Albury Airport,"Albury, Australia",Australia,-36.06777778,146.95805556
ABY,Southwest Georgia Regional,"Albany, GA",United States,31.53222222,-84.19611111
ABY,Southwest Georgia Regional,"Albany, GA",United States,31.53555556,-84.19444444
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom,57.20194444,-2.19777778
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom,57.20194444,-2.19777778
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom,57.20250000,-2.19805556
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom,57.20361111,-2.19916667
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom,57.20361111,-2.19916667
ABZ,Aberdeen Dyce,"Aberdeen, United Kingdom",United Kingdom,57.20416667,-2.19861111
ACA,Acapulco International,"Acapulco, Mexico",Mexico,16.75722222,-99.75388889
ACA,General Juan N Alvarez International,"Acapulco, Mexico",Mexico,16.75555556,-99.76694444
ACA,General Juan N Alvarez International,"Acapulco, Mexico",Mexico,16.75694444,-99.75388889
ACB,Antrim County,"Bellaire, MI",United States,44.98472222,-85.19916667
ACB,Antrim County,"Bellaire, MI",United States,44.98861111,-85.19833333
ACC,Accra Kotoka International,"Accra, Ghana",Ghana,5.59527778,-0.17083333
ACC,Accra Kotoka International,"Accra, Ghana",Ghana,5.60444444,-0.16750000
ACC,Kotoka International,"Accra, Ghana",Ghana,5.60444444,-0.16750000
ACC,Kotoka International,"Accra, Ghana",Ghana,5.60500000,-0.16722222
ACE,Lanzarote,"Arrecife, Spain",Spain,28.94250000,-13.60472222
ACE,Lanzarote,"Arrecife, Spain",Spain,28.94555556,-13.60527778
ACH,St Gallen Altenrhein,"Altenrhein, Switzerland",Switzerland,47.48500000,9.56000000
ACH,St Gallen Altenrhein,"Altenrhein, Switzerland",Switzerland,47.48527778,9.56000000
